Player ID,Team,Position,Tackles Attempted,Tackles Won,Tackles Lost,Tackle Success Rate,Last Man Tackle,Times Tackled,Tackled & Possesion Retained,Tackled & Possesion Lost,Tackled & Possesion Retained %,Total Clearances,Headed Clearances,Other Clearances,Clearances Off the Line,Blocks,Shots Blocked,Shots Blocked Inside Box,Shots Blocked Outside Box,% Shots Blocked Inside Box,% Shots Blocked Outside Box,Shots Blocked from Own Team,Crosses Blocked,Interceptions,"Clearances, Blocks & Interceptions",Successful First Touch,Unsuccessful First Touch,Total Free Kicks Conceded (inc offsides),Total Fouls Conceded,Fouls Conceded (exc handballs & pens),Fouls Conceded (not danger area),Fouls Conceded in the Danger Area (inc pens),Total Fouls Won,Fouls Won in Danger Area (inc pens),Fouls Won (not in danger area),Foul Won Penalty,Handballs Conceded,Handballs Conceded in Danger Area (inc pens),Penalties Conceded,Offsides,Yellow Cards,Red Cards,Disciplinary Points,Error,Goals Conceded,Goals Conceded Inside Box,Goals Conceded Outside Box,Saves Made,Saves Made from Inside Box,Saves Made from Outside Box,Saves to Shots Ratio,Saves to Shots ratio Inside Box,Saves to Shots ratio Outside Box,Saves from Penalty,Saves from Set Piece,Goalkeeper Smother,Catches,Punches,Drops,Crosses not Claimed,Catch Success Rate,GK Distribution,GK Successful Distribution,GK Unsuccessful Distribution,GK Accuracy,GK Long Distribution,GK Successful Long Distribution,GK Unsuccessful Long Distribution,GK Long Accuracy,GK Short Distribution,GK Successful Short Distribution,GK Unsuccessful Short Distribution,GK Short Accuracy,Clean Sheets,GK - Pick up,Error leading to Goal,Error leading to Attempt,Recoveries,Challenge Lost,Yellow - Foul,Yellow - Persistent offences,Yellow - Handball,Yellow - Dangerous Play,Yellow - Time wasting,Yellow - Dissent,Yellow - Foul language,Yellow - Simulation,Yellow - removing shirt,Yellow - encroaching,Yellow - Leaving/Entering field of play,Red - Violent Conduct,Red - Spitting,Red - Professional foul,Red - Handball on the line,Red - Dissent,Red - Foul Language,Shots On Conceded,Shots On Conceded Inside Box,Shots On Conceded Outside Box,% Shots On Conceded Inside Box,% Shots On Conceded Outside Box,Fouls Won,Fouls Conceded,Dives Won,Six Second Violations Won,Back Passes Won,Shield Ball out of play,Blocked Cross,Saves Diving,Saves Standing,Saves Reaching,Saves Stooping,Saves Fingertip,Saves Hands,Saves Feet,Saves Body,Saves Parried Safe,Saves Parried Danger,Saves Caught,Saves Collected,Total Shots Conceded,Total Blocked Shots Conceded,Keeper Sweeper Successful,Keeper Sweeper Unsuccessful,Keeper Sweeper Success %,Recoveries in Opp Half,Goals Conceded from Fast Break,Attempts Conceded from Fast Break,Big Chance Faced,Big Chance Goals Conceded,Big Chance Saved,Big Chance Missed,Big Chance Prevention %,Fouls conceded - dangerous play,Clearances to own team,Clearances to other team,Clearance efficiency %,Interceptions Own,Interceptions Opp,Tackles Won Own,Tackles Won Opp,Tackles Lost Own,Tackles Lost Opp,Aerial Duels Own,Aerial Duels Opp,Clearances Own,Clearances Opp,Headed Clearances Own,Headed Clearances Opp,GK Kick from Hands Success,GK Kick from Hands Failed,Aerial Foul Conceded,Aerial Foul Won,Foul - Attemped Tackle,Fifty-Fifty,Fifty-Fifty Won,Put Through/Blocked Dist,Put Through/Blocked Dist Won,DFL Duels,DFL Duels Won,DFL Duels Success Rate
433461.0,Ohod,Defender,3.0,2.0,1.0,0.66,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,,,,,,,,0.0,0.0,,,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,2.0,1.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,2.0,11.0,10.0,0.9
433461.0,Al-Ahli,Defender,2.0,1.0,1.0,0.5,0.0,0.0,,,,2.0,1.0,1.0,0.0,0.0,,,,,,,,3.0,5.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,2.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,4.0,4.0,1.0
168414.0,Al-Hilal,Midfielder,29.0,23.0,6.0,0.79,0.0,6.0,,,,4.0,1.0,3.0,0.0,2.0,,,,,,,,17.0,23.0,,,9.0,9.0,9.0,6.0,3.0,19.0,5.0,14.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,12.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,60.0,13.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,8.0,9.0,18.0,5.0,0.0,6.0,6.0,4.0,4.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,8.0,0.0,0.0,9.0,5.0,99.0,65.0,0.65
424186.0,Al-Ahli,Defender,9.0,7.0,2.0,0.77,0.0,6.0,,,,12.0,4.0,8.0,0.0,2.0,,,,,,,,8.0,22.0,,,11.0,10.0,10.0,8.0,2.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,10.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,10.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,5.0,3.0,4.0,3.0,1.0,1.0,5.0,2.0,11.0,1.0,4.0,0.0,0.0,0.0,1.0,0.0,5.0,0.0,0.0,6.0,4.0,42.0,18.0,0.42
174834.0,Al-Shabab,Midfielder,32.0,18.0,14.0,0.56,0.0,28.0,,,,1.0,0.0,1.0,0.0,0.0,,,,,,,,27.0,28.0,,,12.0,11.0,10.0,9.0,2.0,27.0,9.0,18.0,1.0,1.0,1.0,0.0,1.0,4.0,0.0,23.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,82.0,22.0,3.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.0,10.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,17.0,10.0,15.0,3.0,8.0,6.0,5.0,8.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,21.0,13.0,175.0,99.0,0.56
204199.0,Al-Taawon,Midfielder,5.0,4.0,1.0,0.8,0.0,9.0,,,,0.0,0.0,0.0,0.0,0.0,,,,,,,,0.0,0.0,,,5.0,4.0,4.0,4.0,0.0,7.0,4.0,3.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,4.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,2.0,2.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,4.0,2.0,34.0,17.0,0.5
109955.0,Al-Hilal,Midfielder,0.0,0.0,0.0,0.0,0.0,0.0,,,,1.0,0.0,1.0,0.0,0.0,,,,,,,,0.0,1.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,1.0,0.5
233279.0,Al-Shabab,Midfielder,53.0,25.0,28.0,0.47,0.0,22.0,,,,14.0,9.0,5.0,0.0,2.0,,,,,,,,23.0,39.0,,,28.0,28.0,27.0,19.0,9.0,15.0,3.0,12.0,0.0,0.0,0.0,1.0,0.0,2.0,1.0,40.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,70.0,33.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,28.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,14.0,9.0,20.0,5.0,18.0,10.0,13.0,13.0,14.0,0.0,9.0,0.0,0.0,0.0,3.0,1.0,13.0,0.0,0.0,34.0,16.0,215.0,105.0,0.48
445444.0,Al-Quadisiya,Midfielder,4.0,2.0,2.0,0.5,0.0,7.0,,,,0.0,0.0,0.0,0.0,0.0,,,,,,,,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,5.0,2.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,1.0,1.0,2.0,0.0,1.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,30.0,16.0,0.53
442626.0,Al-Baten,Midfielder,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,,,,,,,,0.0,0.0,,,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,4.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
